Cell,Cycle,Discharge_Capacity_mAh,SOH,Mean_Voltage_V,Min_Voltage_V,Max_Voltage_V,Std_Voltage_V,Mean_Temp_C,Max_Temp_C,Discharge_Duration_hr,Energy_Wh,EOL_Cycle,RUL,Voltage_Drop_Rate,Capacity_Fade_Pct,Internal_Resist_Proxy,EOL_Class
Cell1,1400,687.6192406848993,92.92151901147288,3.7404744912809793,2.6999638,4.1921811,0.2382340783885831,40.38382992624664,41.19978,0.0387420521583408,2.572234228625722,8200,6800,38.515739387320004,7.078480988527119,0.6104143361067847,0
Cell1,1600,681.8263154580586,92.13869127811604,3.741289383253013,2.700078,4.1921754,0.2364731859458066,0.5208844480873495,0.52218843,0.0384117726935073,2.5510130812863,8200,6600,38.8437828194631,7.861308721883958,0.6093054280364689,0
Cell1,1800,675.8871270316637,91.33609824752212,3.7415144606502575,2.6999977,4.1914935,0.2356224800548839,40.42639107323001,41.312096,0.038075027288869,2.528965405436824,8200,6400,39.171518306901156,8.663901752477884,0.6080797829050574,0
Cell1,1900,672.743285643124,90.91125481663838,3.741878111050061,2.7002168,4.1912713,0.2349247385275411,40.36162140628815,41.262188,0.0379022519337013,2.517431449499285,8200,6300,39.338432032377774,9.088745183361624,0.6072880931755938,0
Cell1,2000,669.7317983178508,90.50429706997984,3.74182866385653,2.7001567,4.191412,0.2347051376183848,40.2979442066217,41.174809,0.0377347866306081,2.5062305431472,8200,6200,39.51833082473544,9.495702930020158,0.6075450488425265,0
Cell1,2100,667.4184829442038,90.19168688435188,3.742031670153846,2.7000365,4.1919732,0.2346776602880778,40.36416039661538,41.212246,0.037601477233693,2.497606259304787,8200,6100,39.67655350810711,9.808313115648119,0.608029094386694,0
Cell1,2200,663.9526202195469,89.72332705669554,3.742237545485467,2.700186,4.1909199,0.233930539768348,40.378259337662335,41.249683,0.0374081037007272,2.48492589210578,8200,6000,39.84949524388154,10.276672943304462,0.6063275061007204,0
Cell1,2300,661.4396086354981,89.38373089668893,3.742374365259236,2.700146,4.1914811,0.2339445927821,40.42450364638311,41.299629,0.0372639660490676,2.4754944335831093,8200,5900,40.01976274542491,10.616269103311069,0.6069009928929241,0
Cell1,2400,658.2324497447104,88.95033104658249,3.742677382189645,2.6999531,4.1907272,0.2329500122475722,40.45575250062383,41.362038,0.0370853282511234,2.463785050781882,8200,5800,40.197403471853335,11.049668953417509,0.6054727267707508,0
Cell1,2500,656.3019662937012,88.68945490455421,3.742594369680851,2.7001135,4.1912084,0.233313177153429,40.48525785951189,41.337067,0.0369739432353526,2.456424401177236,8200,5700,40.32717212055999,11.31054509544579,0.6062351761069582,0
Cell1,2600,652.7810452742547,88.21365476679117,3.743323448537276,2.7001178,4.1903305,0.2315120533960982,40.51860900062913,41.411942,0.0367768675787374,2.4437289831716016,8200,5600,40.51927961319718,11.786345233208834,0.6040635830577351,0
Cell1,2700,651.274269703515,88.01003644642094,3.742668808984868,2.6999974,4.1911726,0.2328698605617392,40.477341894073135,41.312096,0.0366915361955761,2.4377429999392426,8200,5500,40.63974188243183,11.98996355357906,0.6060862040745023,0
Cell1,2800,648.8501025188361,87.68244628632921,3.7428102753481007,2.6998773,4.1908917,0.2326161899839652,40.51885063259493,41.374504,0.0365547788096591,2.428722114808067,8200,5400,40.787378864597756,12.31755371367079,0.6055154387187827,0
Cell1,2900,645.0218397585212,87.16511348088125,3.743819211461318,2.6999574,4.1902499,0.2298853784711266,40.43651746259153,41.3246,0.0363412681035697,2.414926630436002,8200,5300,41.00714065927044,12.834886519118754,0.6032847142414627,0
Cell1,3000,644.1689847636143,87.04986280589382,3.743515298565508,2.6999574,4.1908517,0.2315352395937419,40.57025249569653,41.424446,0.0362901176558807,2.411626763218897,8200,5200,41.08152066676324,12.950137194106176,0.6045086505871511,0
Cell1,3100,642.0891597582703,86.76880537273924,3.74304625001599,2.6999574,4.1905308,0.2316311775803966,40.50840361752478,41.411942,0.0361752446042373,2.4035221542449063,8200,5100,41.20309933512032,13.231194627260763,0.604708851329744,0
Cell1,3200,638.7729233128966,86.3206653125536,3.743688392928319,2.6999974,4.1899695,0.2296006747956672,40.50111671777564,41.374504,0.0359885990619659,2.391548392340568,8200,5000,41.400074989293635,13.6793346874464,0.6030825771238936,0
Cell1,3300,637.8192441609972,86.1917897514861,3.743018325434643,2.7000377,4.1902905,0.2310404378327593,40.464052947520926,41.299629,0.0359367199707776,2.38743955112474,8200,4900,41.46765017958244,13.808210248513902,0.6044218575207524,0
Cell1,3500,632.2030179733683,85.43284026667139,3.745066382884053,2.7001004,4.1891098,0.2279563002159852,40.24412404839234,41.162304,0.0356236615916714,2.3677238003564005,8200,4700,41.797152126439045,14.567159733328609,0.6000586717783065,0
Cell1,3600,631.7444982024535,85.3708781354667,3.7448143585310367,2.7000604,4.1906738,0.2297339635078716,40.3355198316542,41.187275,0.0355966185452416,2.365918261954021,8200,4600,41.87396407165706,14.629121864533303,0.6025127587418422,0
Cell1,3700,629.5202834064332,85.07030856843693,3.745079740834964,2.7001407,4.1906338,0.2292529632403978,40.5014688613829,41.761467,0.0354712131666019,2.3577209958575533,8200,4500,42.01861025698113,14.929691431563072,0.6021000799527507,0
Cell1,3800,625.4908168324312,84.52578605843665,3.746724126329613,2.7000203,4.1892705,0.2262800836091258,40.436845348653975,41.349533,0.0352425690507516,2.34360788867623,8200,4400,42.25594172529586,15.474213941563349,0.5980356400951178,0
Cell1,3900,625.2583088284471,84.49436605789825,3.745678815829228,2.7000203,4.1904335,0.2283966836055194,40.45294666469622,41.337067,0.0352293273899704,2.342114456326274,8200,4300,42.304835362509316,15.505633942101753,0.6010198434740164,0
Cell1,4000,623.5531647570597,84.26394118338645,3.745202498946328,2.6998999,4.1900325,0.2289474831255312,40.50196408396444,41.399475,0.0351318548200652,2.335519116490986,8200,4200,42.41421904458929,15.73605881661355,0.6011216230455025,0
Cell1,4100,620.4774481988763,83.84830381065896,3.7457507333884847,2.6999803,4.1888294,0.2268867900957133,40.480764504632695,41.349533,0.0349584092618897,2.324338150846298,8200,4100,42.58793645071798,16.15169618934104,0.5987549548804265,0
Cell1,4200,619.5186640586243,83.71873838630057,3.7449785352336753,2.6998746,4.1889644,0.2279066115297945,40.49315957772621,41.337067,0.0349072496173903,2.32014436216358,8200,4000,42.65724624755111,16.281261613699428,0.5999808983328708,0
Cell1,4300,617.6078318476868,83.46051781725498,3.744233138663564,2.699995,4.1890845,0.2290973449325357,40.46304824501329,41.312096,0.0347982005914673,2.312619380888017,8200,3900,42.790911132743716,16.53948218274502,0.6011504882924807,0
Cell1,4400,615.7261856172588,83.20624129962957,3.743838164254752,2.7001956,4.1890445,0.2294272783305183,40.46354685228409,41.312096,0.034692098503001,2.30536708181623,8200,3800,42.91484370792688,16.793758700370432,0.6016301834395241,0
Cell1,4500,612.7444427379218,82.80330307269213,3.744812294436997,2.7001154,4.1876011,0.226607564123942,40.44848086729222,41.299629,0.0345238398294895,2.2947004171586216,8200,3700,43.08450690419886,17.19669692730787,0.5983632507608151,0
Cell1,4600,612.349611637397,82.74994751856715,3.743229158699296,2.7001956,4.1886034,0.2297575054232149,40.41249004391552,41.237221,0.0345033096382394,2.292418595727547,8200,3600,43.13686654233105,17.250052481432846,0.6018570828387892,0
Cell1,4800,608.8768448422716,82.28065470841508,3.743092674679704,2.7000346,4.1880417,0.2297771779929879,40.44707384592043,41.274654,0.0343071480747312,2.279324907271022,8200,3400,43.37182807882173,17.719345291584915,0.6012824666490492,0
Cell1,5000,604.2869401481527,81.66039731731793,3.7426474184782608,2.6999638,4.1868477,0.2281518765212736,40.39047319327445,41.237221,0.0340522149344906,2.261878497846197,8200,3200,43.66353963525537,18.33960268268207,0.6002706507050536,0
Cell1,5100,603.2069763171048,81.51445625906821,3.742452598944861,2.6998434,4.1875696,0.2293833637599309,40.39145060585432,41.19978,0.0339897663798183,2.2575893081521072,8200,3100,43.76853947262935,18.48554374093179,0.6015094608853228,0
Cell1,5200,599.8239008415256,81.05728389750347,3.746168614818617,2.7001359,4.1864986,0.2248110309453284,40.68457642231349,41.524292,0.033802613033913,2.2471957433956464,8200,3000,43.97052760333127,18.942716102496533,0.5950405205153829,0
Cell1,5300,599.8621534882067,81.06245317408198,3.7438703691991786,2.7002161,4.1877818,0.2283314491144498,40.6943075797399,41.499325,0.0338022526120767,2.24596394027107,8200,2900,44.00658472340456,18.93754682591802,0.5998803118930016,0
Cell1,5400,598.158701601549,80.8322569731823,3.743461799588195,2.7000957,4.187541,0.2289115249300936,40.690422556280026,41.486858,0.0337079702876508,2.239374521295144,8200,2800,44.12609721706398,19.167743026817703,0.6001070275835206,0
Cell1,5500,594.2801484523485,80.30812816923628,3.745942169810017,2.6999755,4.1858168,0.2242088875696637,40.75604489671848,41.611675,0.033486932516098,2.2263525880845147,8200,2700,44.369454557570556,19.691871830763716,0.5944251759324088,0
Cell1,5600,594.4675726175096,80.33345575912291,3.7433909733080113,2.7000556,4.1870198,0.2283156559936313,40.74882361740332,41.524292,0.0334987622918561,2.2255304058792347,8200,2600,44.38730600669025,19.666544240877087,0.5994984144486332,0
Cell1,5700,592.857351306983,80.11585828472742,3.7431510420013856,2.7000155,4.18714,0.2287645318802681,40.76850227977839,41.599209,0.0334080656757578,2.219326393941108,8200,2500,44.512603687659656,19.884141715272577,0.5999850783765064,0
Cell1,5800,590.4253670448167,79.78721176281306,3.7434535819541033,2.6997349,4.1853757,0.2269935044955141,40.78144194193324,41.599209,0.0332694763783365,2.210397079513059,8200,2400,44.653427354209725,20.212788237186942,0.5971920514133737,1
Cell1,5900,589.4471143131173,79.65501544771854,3.74281777457332,2.699775,4.1865387,0.2288438858608117,40.74627928282828,41.574238,0.0332162464037537,2.206271503961757,8200,2300,44.75878830919557,20.34498455228146,0.5996228721982158,1
Cell1,6000,588.1173065952115,79.4753117020556,3.742406814869109,2.6998951,4.1865788,0.229435671415093,40.766930744502616,41.561733,0.0331413298845291,2.201156031979706,8200,2200,44.85754939920464,20.524688297944394,0.6002324123390425,1
Cell1,6100,585.5603691386312,79.12977961332854,3.743898426673677,2.7000136,4.1843314,0.2259617323832008,40.803082363477046,41.624142,0.0329992288025096,2.1925209769195124,8200,2100,44.9790154147998,20.870220386671463,0.5951796936842197,1
Cell1,6200,585.7463794615072,79.15491614344691,3.742171771784087,2.7002141,4.1862559,0.2288839224679095,40.79044699754644,41.574238,0.0330083785811439,2.1920357324820405,8200,2000,45.01877538672837,20.84508385655309,0.6001136867782604,1
Cell1,6300,584.1518310216064,78.9394366245414,3.7415346047435,2.6997731,4.1860957,0.2298782166870884,40.77253225404076,41.5368,0.0329196380916982,2.1858405121084474,8200,1900,45.14865707827259,21.0605633754586,0.6007582368331085,1
Cell1,6400,581.2757619596863,78.55077864320084,3.744500366372306,2.6997731,4.1837697,0.224610236759644,40.8321776354645,41.636646,0.0327542820014059,2.1766515231909263,8200,1800,45.305566288096834,21.449221356799157,0.5936072076049916,1
Cell1,6500,581.6547783101196,78.60199706893508,3.741423582709951,2.6998935,4.1857748,0.2294695659838745,40.822366022230064,41.611675,0.0327787353890016,2.1764707827544547,8200,1700,45.329264631542735,21.398002931064923,0.6004746179595254,1
Cell1,6600,580.0334389678039,78.38289715781134,3.741068585527246,2.6998532,4.1856146,0.2299615996639052,40.82652652476999,41.586704,0.0326881267828866,2.17016061423952,8200,1600,45.45124162747061,21.617102842188658,0.6007378573956135,1
Cell1,6700,577.6338801898363,78.05863245808598,3.747703740227434,2.699935,4.1837311,0.2222877836138702,40.74415458386638,41.586704,0.0325543098151683,2.164923573316601,8200,1500,45.57769864345337,21.94136754191402,0.5892261618548191,1
Cell1,6800,577.5893924134589,78.05262059641336,3.743337786389481,2.7000153,4.185977,0.2271853389951078,40.76943933866382,41.586704,0.0325510760303586,2.1622923189971752,8200,1400,45.64875366517846,21.947379403586638,0.5981610994736747,1
Cell1,6900,576.416770813853,77.89415821808824,3.742773966631054,2.7001758,4.1858969,0.2278232757757945,40.80879391239316,41.586704,0.0324848261661827,2.1575205346171145,8200,1300,45.73444099588934,22.105841781911764,0.5988147748229005,1
Cell1,7000,573.0979789577467,77.44567283212793,3.74654244183381,2.7000954,4.18329,0.2227758292946164,40.749389394699136,41.561733,0.0322979834163561,2.147290705549884,8200,1200,45.9207827342614,22.554327167872074,0.5901994029272846,1
Cell1,7100,573.0979789577467,77.44567283212793,3.74654244183381,2.7000954,4.18329,0.2227758292946164,40.749389394699136,41.561733,0.0322979834163561,2.147290705549884,8200,1100,45.9207827342614,22.554327167872074,0.5901994029272846,1
Cell1,7200,574.9714659926825,77.6988467557679,3.742872278150661,2.6998549,4.1897063,0.228418673538743,40.78109647161728,41.574238,0.0324038491817191,2.15216803636773,8200,1000,45.976186824547426,22.301153244232097,0.6038297592558638,1
Cell1,7300,572.0375640082297,77.30237351462563,3.7411146043415857,2.7001355,4.185576,0.2288333627333886,40.80472365590241,41.574238,0.0322374559473246,2.1402570853732934,8200,900,46.07666392047767,22.69762648537437,0.6006235076465061,1
Cell1,7400,570.436583787218,77.08602483611054,3.740624219647355,2.7001355,4.1852951,0.2291698597168649,40.8119091813602,41.586704,0.0321483452571556,2.1339268369482074,8200,800,46.19564063033112,22.91397516388946,0.6009065950711424,1
Cell1,7500,568.267859513994,76.79295398837758,3.741631014631503,2.699832,4.1831069,0.2262365606161886,40.80552061054913,41.624142,0.0320250598015263,2.1263148115895736,8200,700,46.31462344079276,23.207046011622424,0.596589034281753,1
Cell1,7600,567.7929103307428,76.72877166631659,3.739830421113521,2.7001929,4.1849117,0.229720439349289,40.78884041178597,41.499325,0.0319987364346161,2.123570569438313,8200,600,46.39784465205431,23.27122833368341,0.6014611876844309,1
Cell1,7700,566.7532309264086,76.58827444951469,3.739349720608475,2.6997919,4.1847911,0.2302796814157069,40.79084076530243,41.499325,0.0319398015271872,2.1194270246678726,8200,500,46.492233412990785,23.411725550485315,0.6019478099885474,1
Cell1,7800,564.2265724626601,76.24683411657568,3.740730690942161,2.7000725,4.182024,0.2270290007522927,40.765426004728994,41.499325,0.0317959116073325,2.1108529309053163,8200,400,46.60677484344913,23.753165883424316,0.5963423095376206,1
Cell1,7900,564.3176975749817,76.25914832094347,3.738615056202255,2.6999924,4.1844702,0.230261882653334,40.770597697708254,41.486858,0.0318028732435777,2.10986962401972,8200,300,46.67600668103426,23.740851679056533,0.6025069510780334,1
Cell1,8000,563.0464545433011,76.08735872206772,3.738134389609917,2.7000725,4.1842299,0.2307670899458907,40.75151154903391,41.474392,0.0317322995979338,2.104866617444807,8200,200,46.769715686818635,23.91264127793228,0.6028317707974098,1
Cell1,8100,560.0135969052836,75.6775130953086,3.741336659054253,2.7001529,4.1815829,0.2260495163870096,40.80903719281524,41.611675,0.031558328308165,2.095332487051448,8200,100,46.94111311667956,24.322486904691402,0.5949273526293886,1
Cell1,8200,560.6495828680589,75.76345714433229,3.7374783565885794,2.6999924,4.1838288,0.2308476245042679,40.72716385102489,41.436913,0.0315978248836472,2.0956706605041417,8200,0,46.9585943611436,24.236542855667707,0.6031762748802977,1
Cell2,0,734.8189656975843,99.29986022940328,3.734724948686417,2.699652,4.1896338,0.2438523468063211,40.499935564561206,41.233673,0.0413978652795776,2.744447680111643,7700,7700,35.99088501430546,0.7001397705967207,0.6147416909643018,0
Cell2,100,726.6220579061855,98.19216998732236,3.7363482116699633,2.6999323,4.1918783,0.2442461104818016,40.42164442102288,41.183769,0.0409397764597088,2.715148145336251,7700,7600,36.44156581808541,1.8078300126776412,0.6155812004459954,0
Cell2,200,722.1571400208163,97.58880270551572,3.737390495166335,2.6999323,4.1924796,0.2434565721538369,40.414787726471424,41.158836,0.040690615423955,2.699110612475568,7700,7500,36.67948014473132,2.411197294484282,0.6149852768022506,0
Cell2,300,719.2156200035366,97.19130000047792,3.737397836682843,2.7001479,4.1920938,0.2432945333753693,40.42659569740224,41.258644,0.040521774906665,2.688244369949852,7700,7400,36.81746631212592,2.8086999995220765,0.6144540044826449,0
Cell2,400,714.5823074647996,96.56517668443236,3.73865225612069,2.7000675,4.1924543,0.2422917888071014,40.40777006666667,41.196236,0.0402630456956103,2.6716933567533947,7700,7300,37.06499866611029,3.434823315567641,0.6132460052423102,0
Cell2,500,711.1216758331502,96.09752376123652,3.7389033426097,2.7000275,4.1927352,0.2421851751303925,40.408104486431874,41.183769,0.0400709310779348,2.6590645100834376,7700,7200,37.25070541514144,3.9024762387634837,0.6132862937706766,0
Cell2,600,708.0616104027846,95.6840014057817,3.7391747736445344,2.7001479,4.1925344,0.2417241100801102,40.3824394647724,41.171303,0.0398995284922421,2.647771867999365,7700,7100,37.40267501194042,4.3159985942183,0.6126481437236028,0
Cell2,700,705.4509534216545,95.3312099218452,3.739185263133372,2.6998377,4.1922646,0.2412608452359199,40.42205248485731,41.258644,0.0397249230882152,2.6380307323074126,7700,7000,37.56808612567475,4.6687900781547995,0.6122693741440915,0
Cell2,800,701.9102314870742,94.85273398473974,3.739709528270412,2.7002387,4.1926255,0.2409896774752808,40.41304891776412,41.233673,0.0395268175052478,2.6251855915412423,7700,6900,37.75535544814402,5.147266015260257,0.6120486104453896,0
Cell2,900,699.2549903478053,94.49391761456828,3.7399610715334894,2.6999981,4.1927457,0.2405303325134385,40.4066232993537,41.233673,0.0393780986778438,2.615399697812939,7700,6800,37.90710427915093,5.506082385431725,0.6118711195493381,0
Cell2,1000,696.6637550136685,94.14375067752276,3.7403109151577705,2.6999981,4.1926656,0.2398526635111011,40.38615575287526,41.196236,0.0392330087488517,2.605854009539501,7700,6700,38.04524563255818,5.85624932247724,0.6112901146516612,0
Cell2,1100,693.9847933360154,93.78172882919128,3.740614720870338,2.699918,4.1925454,0.2394581252706107,40.43923640941385,41.258644,0.0390830527758225,2.5960420519953207,7700,6600,38.19018996216646,6.21827117080872,0.6107171339590031,0
Cell2,1200,691.2011130181581,93.4055558132646,3.740719824665676,2.6999981,4.1927857,0.2393735869247014,40.42117673521545,41.24614,0.038927378016524,2.585797345021527,7700,6500,38.34702795390944,6.594444186735402,0.6108998315328701,0
Cell2,1300,688.2824454375678,93.011141275347,3.740737267830498,2.7000782,4.1925054,0.2390951842891647,40.417546981498056,41.233673,0.0387634600047022,2.574924283706847,7700,6400,38.49988365164808,6.988858724652999,0.6104974759047324,0
Cell2,1400,685.4468687684393,92.62795523897827,3.740922772370393,2.7001183,4.1923046,0.2385467430072789,40.4119807380881,41.24614,0.0386042656609788,2.5643948065313915,7700,6300,38.65240335616348,7.372044761021726,0.6099754427427123,0
Cell2,1600,679.5110214082981,91.82581370382408,3.740926314752116,2.6999547,4.1910191,0.2374731341077727,40.49319890598549,41.408356,0.0382646360667422,2.542257164563533,7700,6100,38.96614699934201,8.174186296175918,0.6082334935782219,0
Cell2,1800,674.0054456104837,91.08181697438968,3.741050950289546,2.6999147,4.1909385,0.2366436840966758,40.4795377683633,41.383389,0.0379553583916276,2.521685688793005,7700,5900,39.28258302906343,8.918183025610318,0.6079561482573697,0
Cell2,1900,670.6497832609933,90.62834908932342,3.741091991607964,2.7001791,4.1902008,0.2362219207843167,40.4279020762634,41.370922,0.0377664323896169,2.509228978801401,7700,5800,39.452554905735134,9.371650910676578,0.6069037951243733,0
Cell2,2000,667.3525808571167,90.18278119690764,3.741242419513696,2.6998632,4.1901655,0.2357177775761877,40.38802808402585,41.296082,0.0375812194542959,2.4969946900604114,7700,5700,39.65445153691285,9.81721880309236,0.6066528114679784,0
Cell2,2100,665.2355876842753,89.89670103841559,3.741688103675108,2.7001038,4.1910877,0.2355174180980752,40.44058446602841,41.345989,0.0374634426552802,2.48919535887668,7700,5600,39.79730630771474,10.103298961584414,0.6072967517903943,0
Cell2,2200,661.5433404840155,89.39774871405615,3.74182640704969,2.7000377,4.1900196,0.2343666722052274,40.44185112701863,41.383389,0.0372544393176212,2.4754832794703434,7700,5500,39.99367413969169,10.60225128594385,0.6056664769598787,0
Cell2,2300,659.7519802009176,89.155673000124,3.741724964819428,2.7000377,4.1909413,0.235269826513349,40.48383985367372,41.395889,0.0371543342480436,2.468852681339498,7700,5400,40.12623302072712,10.844326999876003,0.6070491015953682,0
Cell2,2400,656.2873914063993,88.68748532518909,3.74210344344288,2.7001731,4.190115,0.2340602035560842,40.498462128638494,41.420822,0.0369582218118011,2.4561251330930007,7700,5300,40.313129632081704,11.312514674810913,0.605421022374486,0
Cell2,2500,654.6501051945633,88.46623043169774,3.74209920844054,2.6999326,4.1911569,0.2345853474554429,40.52083827016003,41.458263,0.0368672721087932,2.4499647030787,7700,5200,40.447360689961336,11.533769568302262,0.6068347183235948,0
Cell2,2600,650.3893528573778,87.89045308883485,3.7423109418825016,2.7001457,4.189045,0.2327078829899714,40.538349725837016,41.495701,0.0366256661945953,2.434132158221514,7700,5100,40.65069127748527,12.109546911165154,0.6036946731317548,0
Cell2,2700,649.6653133077699,87.79260990645538,3.741924070218147,2.7000253,4.1902876,0.2340541358369395,40.5203169203288,41.433331,0.0365863371407613,2.431256057548897,7700,5000,40.73164150390504,12.207390093544618,0.6058966618673685,0
Cell2,2800,647.1329168947415,87.45039417496507,3.742131995015873,2.7000253,4.1902876,0.2334663484125095,40.532147353968256,41.433331,0.0364439224358648,2.4217652731608053,7700,4900,40.890807289342966,12.54960582503493,0.605615682410982,0
Cell2,2900,642.1348249865453,86.77497634953313,3.742777786756238,2.7000654,4.1884842,0.2313416323836887,40.476797472488805,41.420822,0.0361627032980322,2.403541037963421,7700,4800,41.15780919154346,13.225023650466866,0.602305963842922,0
Cell2,3000,641.7052831471693,86.71693015502288,3.742834008450704,2.6998651,4.1899672,0.2326731087849297,40.56020144590269,41.47073,0.0361380808753892,2.4019960937397014,7700,4700,41.23242937854469,13.28306984497712,0.6042340426341838,0
Cell2,3100,638.9952205493706,86.35070547964469,3.742496210318226,2.7001057,4.1897264,0.2328109585050071,40.52496510928962,41.458263,0.0359859023010358,2.391668590563832,7700,4600,41.39341273497509,13.649294520355312,0.604365121191586,0
Cell2,3200,634.9703545346578,85.80680466684565,3.743120599061793,2.7000253,4.1882434,0.2305460901054246,40.51619373600776,41.495701,0.0357589671621099,2.3769183720066622,7700,4500,41.61687546449617,14.19319533315435,0.601517298565145,0
Cell2,3300,634.2086228227167,85.70386794901577,3.742876527793975,2.7000253,4.1892457,0.2317680102737671,40.50242343634597,41.420822,0.0357170675415545,2.373831817896812,7700,4400,41.69375619964424,14.296132050984227,0.6032015840621957,0
Cell2,3500,627.7048777025079,84.82498347331187,3.744556815445026,2.6999314,4.1872678,0.2292811245803516,40.33287734882199,41.321014,0.0353501337813213,2.350694603008339,7700,4200,42.073230499494564,15.175016526688125,0.5982580872364512,0
Cell2,3600,628.1200744890406,84.88109114716764,3.744722449313276,2.7000515,4.1893921,0.2306225952656949,40.398446917266185,41.333481,0.0353749914793297,2.3523214663409706,7700,4100,42.10032108556523,15.118908852832362,0.6009049333604382,0
Cell2,3700,626.1354826394687,84.61290305938766,3.7450205639763774,2.6996908,4.1895924,0.2300492615002153,40.55692658234908,41.994781,0.0352630306733772,2.345005812276035,7700,4000,42.24989519206637,15.387096940612338,0.6007727513832744,0
Cell2,3800,621.1583132684733,83.94031260384774,3.7462032114418,2.6999314,4.1875482,0.2275140878081155,40.46475623445768,41.420822,0.0349816592643037,2.327168371123628,7700,3900,42.524405842352984,16.059687396152256,0.5964121467002704,0
Cell2,3900,621.4628930235764,83.98147203021303,3.745827006876033,2.7000916,4.1892719,0.2289777038940275,40.46984868297521,41.395889,0.0349995960714295,2.327956489308049,7700,3800,42.547283965132145,16.018527969786973,0.599249855572928,0
Cell2,4000,619.5183548363003,83.71869659950005,3.745396382592838,2.7000115,4.188911,0.2295469331961203,40.50697336140584,41.420822,0.034889873699285,2.320509243484088,7700,3700,42.67303572941228,16.28130340049995,0.5993440775772463,0
Cell2,4100,615.5350095355564,83.1804066939941,3.745742356256256,2.6998913,4.1874681,0.2280156813416639,40.48787027360694,41.408356,0.0346649880520999,2.305896743231517,7700,3600,42.91170924550901,16.8195933060059,0.5969266807347896,0
